time,temperature,temperature_sigma,decimal_year,n_valid
1985-03-01,3.2358552260541056,2.877735011819947,1985.2083333333333,1002
1985-04-01,2.9470108517922498,2.744651183836652,1985.2916666666667,1002
1985-05-01,3.076681331295448,2.760534268070678,1985.375,1002
1985-06-01,3.0805011953690653,2.9091313153277873,1985.4583333333333,1002
1985-07-01,3.2460382361777724,2.974604425587549,1985.5416666666667,1002
1985-08-01,3.1364642786167765,2.999107007452931,1985.625,1002
1985-09-01,3.147926900466906,2.922278332311484,1985.7083333333333,1002
1985-10-01,3.154910896481006,3.06376338309559,1985.7916666666667,1002
1985-11-01,3.618994925696652,3.0838141215528023,1985.875,1002
1985-12-01,3.4490469911490704,3.1387835308556964,1985.9583333333333,1002
1986-01-01,3.1719128467802777,2.9109879648228882,1986.0416666666667,1002
1986-02-01,3.3196972133610507,2.8425795846896906,1986.125,1002
1986-03-01,3.3484484581530776,2.7906474822049603,1986.2083333333333,1002
1986-04-01,3.1169283868131155,2.73872935601797,1986.2916666666667,1002
1986-05-01,3.1238422788571625,2.751996173463055,1986.375,1002
1986-06-01,3.199614873776958,2.8369498808195743,1986.4583333333333,1002
1986-07-01,3.4627957942522647,2.7387597140551345,1986.5416666666667,1002
1986-08-01,3.514793163077012,3.001616525966188,1986.625,1002
1986-09-01,3.3540691534386093,3.059274262254254,1986.7083333333333,1002
1986-10-01,3.5050095324429074,3.0701367367557184,1986.7916666666667,1002
1986-11-01,3.6133087286549546,3.0441754599589617,1986.875,1002
1986-12-01,3.5306077690864393,2.988630347282655,1986.9583333333333,1002
1987-01-01,3.444895227084851,2.8060009388838703,1987.0416666666667,1002
1987-02-01,3.3799344398937285,2.852223997690069,1987.125,1002
1987-03-01,3.276813097432566,2.817451418439874,1987.2083333333333,1002
1987-04-01,3.297719608181297,2.6451364905924444,1987.2916666666667,1002
1987-05-01,3.294481721934367,2.667332383337706,1987.375,1002
1987-06-01,3.3030759769259634,2.6760827921834105,1987.4583333333333,1002
1987-07-01,3.2691723986464076,2.7706865965500773,1987.5416666666667,1002
1987-08-01,3.357464555624219,2.9401234108824155,1987.625,1002
1987-09-01,3.2209906263972203,2.969416248190046,1987.7083333333333,1002
1987-10-01,3.5026938813333204,3.07775150114062,1987.7916666666667,1002
1987-11-01,3.508383292391773,3.0396709498792163,1987.875,1002
1987-12-01,3.4193212682020047,3.0504777615166065,1987.9583333333333,1002
1988-01-01,3.177195243216299,2.9171854349496162,1988.0416666666667,1002
1988-02-01,3.2339369467787167,2.859826269778175,1988.125,1002
1988-03-01,3.232988532199402,2.8646456472549504,1988.2083333333333,1002
1988-04-01,3.1803930570931436,2.7691602871978516,1988.2916666666667,1002
1988-05-01,3.117193012646674,2.8352386298879506,1988.375,1002
1988-06-01,3.454790800202463,2.784349806299593,1988.4583333333333,1002
1988-07-01,3.3080869153897416,2.913386684277796,1988.5416666666667,1002
1988-08-01,3.327364909550792,2.9854008174596913,1988.625,1002
1988-09-01,3.222587485682716,2.953278303885995,1988.7083333333333,1002
1988-10-01,3.483015808364725,3.1602898272373277,1988.7916666666667,1002
1988-11-01,3.4127584871189343,3.1460291213619813,1988.875,1002
1988-12-01,3.4923896507204897,3.142757888216326,1988.9583333333333,1002
1989-01-01,3.4557634716347674,3.010664769472992,1989.0416666666667,1002
1989-02-01,3.4689671893493603,2.9281555274936983,1989.125,1002
1989-03-01,3.317104054234159,2.8498918718259216,1989.2083333333333,1002
1989-04-01,3.209279010608778,2.7618187897185766,1989.2916666666667,1002
1989-05-01,3.178522195595393,2.7078160696210567,1989.375,1002
1989-06-01,3.101697872373717,2.804741518133705,1989.4583333333333,1002
1989-07-01,3.1192576227729947,2.7611807945607922,1989.5416666666667,1002
1989-08-01,3.0922965823689585,2.748318565461108,1989.625,1002
1989-09-01,3.051808856162356,2.8989176348544623,1989.7083333333333,1002
1989-10-01,3.2707269656317073,3.132232534123008,1989.7916666666667,1002
1989-11-01,3.3278187813658664,2.9921371109399515,1989.875,1002
1989-12-01,3.2373176337995493,3.027464855182185,1989.9583333333333,1002
1990-01-01,3.193147180020674,2.8463415413269026,1990.0416666666667,1002
1990-02-01,3.192629050925648,2.8681480477933157,1990.125,1002
1990-03-01,3.3294055068409825,2.7988834479653555,1990.2083333333333,1002
1990-04-01,3.0981844277368764,2.667685843906663,1990.2916666666667,1002
1990-05-01,3.2287219567869005,2.561004909278769,1990.375,1002
1990-06-01,3.0512802504107723,2.6532429054967643,1990.4583333333333,1002
1990-07-01,3.0096342781128067,2.7868325277531882,1990.5416666666667,1002
1990-08-01,3.0324097154023315,2.717044515094718,1990.625,1002
1990-09-01,2.916139429070843,2.864717624017141,1990.7083333333333,1002
1990-10-01,3.337146888327471,2.9306839629048067,1990.7916666666667,1002
1990-11-01,3.468259649991023,2.932370617038057,1990.875,1002
1990-12-01,3.352294867225347,2.8367548536330673,1990.9583333333333,1002
1991-01-01,3.2467283594572494,2.77592068212028,1991.0416666666667,1002
1991-02-01,3.3637090413476542,2.7439352610087693,1991.125,1002
1991-03-01,3.3229869680679904,2.7214092801019834,1991.2083333333333,1002
1991-04-01,3.216047051157628,2.5481304403525855,1991.2916666666667,1002
1991-05-01,3.1006431539564763,2.6992314225690035,1991.375,1002
1991-06-01,3.129902151161319,2.7454198660790743,1991.4583333333333,1002
1991-07-01,3.0833976060582113,2.6187465366189917,1991.5416666666667,1002
1991-08-01,3.3226965520895555,2.953354680785449,1991.625,1002
1991-09-01,3.313521691303839,2.9897991525172958,1991.7083333333333,1002
1991-10-01,3.45856893803704,2.935911692639057,1991.7916666666667,1002
1991-11-01,3.364397831892478,2.978111940356215,1991.875,1002
1991-12-01,3.4059470556757225,2.9506247655361415,1991.9583333333333,1002
1992-01-01,3.157930668518934,2.808086221608871,1992.0416666666667,1002
1992-02-01,3.1672326910994757,2.7772569838882606,1992.125,1002
1992-03-01,3.2630881891439,2.802591949578967,1992.2083333333333,1002
1992-04-01,3.263745400058022,2.752061299735437,1992.2916666666667,1002
1992-05-01,3.252289938676028,2.786960169474807,1992.375,1002
1992-06-01,3.184967936266349,2.738361058328063,1992.4583333333333,1002
1992-07-01,3.1896073370699947,2.7867698241055403,1992.5416666666667,1002
1992-08-01,3.1101853286224355,2.745033392205775,1992.625,1002
1992-09-01,3.1910937469542997,2.8323900006842706,1992.7083333333333,1002
1992-10-01,3.4602946679338036,2.860876949403758,1992.7916666666667,1002
1992-11-01,3.62331202116643,2.919267243089064,1992.875,1002
1992-12-01,3.3649320815274297,2.7455895107236703,1992.9583333333333,1002
1993-01-01,3.249315547783993,2.738015090747916,1993.0416666666667,1002
1993-02-01,3.1134272595290993,2.617011396123467,1993.125,1002
1993-03-01,3.111841839973406,2.627567129957464,1993.2083333333333,1002
1993-04-01,3.1611439435150896,2.5254645677787924,1993.2916666666667,1002
1993-05-01,3.098939287643216,2.551350883708435,1993.375,1002
1993-06-01,3.1646936071731067,2.652835502684178,1993.4583333333333,1002
1993-07-01,3.092280937704098,2.735809776285379,1993.5416666666667,1002
1993-08-01,3.206710541806428,2.8572819308443926,1993.625,1002
1993-09-01,3.0379016461087107,3.030340353067302,1993.7083333333333,1002
1993-10-01,3.4575325731729794,2.8179346123174254,1993.7916666666667,1002
1993-11-01,3.441936366937386,2.8281249239574335,1993.875,1002
1993-12-01,3.4128172036135944,2.864108856083594,1993.9583333333333,1002
1994-01-01,3.196044316746534,2.71825132828446,1994.0416666666667,1002
1994-02-01,3.1956038333988444,2.6064320513777224,1994.125,1002
1994-03-01,3.4499305401472906,2.659239156370561,1994.2083333333333,1002
1994-04-01,3.217942755526453,2.464549388057235,1994.2916666666667,1002
1994-05-01,3.062103107136933,2.463410925975439,1994.375,1002
1994-06-01,3.0691749312588668,2.601728835631627,1994.4583333333333,1002
1994-07-01,3.090916468835993,2.721374312404373,1994.5416666666667,1002
1994-08-01,3.104055133256767,2.6741217549114995,1994.625,1002
1994-09-01,3.024540336073506,2.6689272046672587,1994.7083333333333,1002
1994-10-01,3.3000353439795207,2.6786820821897788,1994.7916666666667,1002
1994-11-01,3.3072294814894536,2.751984354628817,1994.875,1002
1994-12-01,3.2120015815913705,2.6894330229471355,1994.9583333333333,1002
1995-01-01,3.107117462672386,2.6410172775966476,1995.0416666666667,1002
1995-02-01,3.0050706324090934,2.5151936535069526,1995.125,1002
1995-03-01,3.0356865330618144,2.606008858298693,1995.2083333333333,1002
1995-04-01,3.0554467922910526,2.522553251903538,1995.2916666666667,1002
1995-05-01,2.861480005246529,2.5613455560048566,1995.375,1002
1995-06-01,2.913062214494865,2.5445176229085913,1995.4583333333333,1002
1995-07-01,2.915356714227309,2.6487687230809858,1995.5416666666667,1002
1995-08-01,2.9948714765300277,2.769292866710887,1995.625,1002
1995-09-01,2.8877004579662993,2.8916944965840012,1995.7083333333333,1002
1995-10-01,2.9812830868608873,2.9091081856038756,1995.7916666666667,1002
1995-11-01,3.0038019855925664,2.9692572120073826,1995.875,1002
1995-12-01,3.083559686191086,2.9236672015070906,1995.9583333333333,1002
1996-01-01,3.244518083502373,2.973609753395626,1996.0416666666667,1002
1996-02-01,3.3058586961554353,2.8877153771738455,1996.125,1002
1996-03-01,3.2485350627952614,2.9012388154137905,1996.2083333333333,1002
1996-04-01,3.4189608558658984,2.8114647108091737,1996.2916666666667,1002
1996-05-01,3.424683548521927,2.745180603038276,1996.375,1002
1996-06-01,3.2338409865338056,2.7627066025406757,1996.4583333333333,1002
1996-07-01,3.567981002121506,2.9163446154703165,1996.5416666666667,1002
1996-08-01,3.5960067812649976,2.9657927969087323,1996.625,1002
1996-09-01,3.395045170831136,2.9767221417008405,1996.7083333333333,1002
1996-10-01,3.4325797643914817,3.034459414093167,1996.7916666666667,1002
1996-11-01,3.4327245577053174,3.0543824915389823,1996.875,1002
1996-12-01,3.523875480963358,3.022050907114182,1996.9583333333333,1002
1997-01-01,3.4829832871791297,2.95905960481121,1997.0416666666667,1002
1997-02-01,3.382674853710918,2.838619194620612,1997.125,1002
1997-03-01,3.3029359596729777,2.7980693295764074,1997.2083333333333,1002
1997-04-01,3.2933308163854917,2.7956116168158127,1997.2916666666667,1002
1997-05-01,3.359732444995359,2.7638203661017426,1997.375,1002
1997-06-01,3.308210315972498,2.828422642354537,1997.4583333333333,1002
1997-07-01,3.3263601095935607,2.751897027450178,1997.5416666666667,1002
1997-08-01,3.402473265651795,3.1285005425062233,1997.625,1002
1997-09-01,3.428370807846926,3.089137168879178,1997.7083333333333,1002
1997-10-01,3.525224732982634,3.141065914043559,1997.7916666666667,1002
1997-11-01,3.540228670254066,3.11103052239022,1997.875,1002
1997-12-01,3.6842940575224707,3.072704531976027,1997.9583333333333,1002
1998-01-01,3.6309965998381304,3.037513754525576,1998.0416666666667,1002
1998-02-01,3.472797106954918,3.0402793417668654,1998.125,1002
1998-03-01,3.386392194628024,2.9517447114179864,1998.2083333333333,1002
1998-04-01,3.337632613551867,2.916482452088357,1998.2916666666667,1002
1998-05-01,3.5773455968497516,2.7831523033740715,1998.375,1002
1998-06-01,3.5832059821956177,2.9184622791386343,1998.4583333333333,1002
